"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"서울특별시 강남구청",서울특별시 강남구 논현로102길 14 (역삼동),서울특별시 강남구 역삼동 666-1,생활방범,3,200,360도전방면,30,2009-02,02-3423-6963,37.505049,127.036372,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로94길 15 (역삼동),서울특별시 강남구 역삼동 669-18,생활방범,5,200,360도전방면,30,2008-01,02-3423-6963,37.502599,127.037653,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 언주로97길 25 (역삼동),서울특별시 강남구 역삼동 673-6,생활방범,1,41,360도전방면,30,2005-07,02-3423-6963,37.504913,127.039367,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 테헤란로39길 39 (역삼동),서울특별시 강남구 역삼동 674-37,생활방범,1,41,360도전방면,30,2009-02,02-3423-6963,37.504957,127.040698,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로 567 (역삼동),서울특별시 강남구 역삼동 683-10,생활방범,1,41,360도전방면,30,2005-07,02-3423-6963,37.509080,127.043922,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로50길 49 (역삼동),서울특별시 강남구 역삼동 683-43,생활방범,1,41,360도전방면,30,2005-07,02-3423-6963,37.507372,127.045123,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로48길 29 (역삼동),서울특별시 강남구 역삼동 685-3,생활방범,4,400,360도전방면,30,2009-02,02-3423-6963,37.507534,127.042162,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 언주로106길 34 (역삼동,그랜드빌리지)",서울특별시 강남구 역삼동 685-15,생활방범,1,41,360도전방면,30,2009-02,02-3423-6963,37.508307,127.042568,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 테헤란로55길 37 (역삼동),서울특별시 강남구 역삼동 695-14,생활방범,1,41,360도전방면,30,2009-02,02-3423-6963,37.506509,127.045717,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로93길 46 (역삼동),서울특별시 강남구 역삼동 703-9,생활방범,1,41,360도전방면,30,2004-08,02-3423-6963,37.504527,127.045076,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 삼성로51길 37 (대치동, 래미안대치팰리스아파트(1단지))",서울특별시 강남구 대치동 1027 (대치클래시아오피스텔 주변),교통단속,1,200,360도전방면,30,2016-12,02-3423-6963,37.494153,127.060356,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 선릉로 222 (대치동, 대치아이파크아파트)",서울특별시 강남구 대치동 888 (단국사대부속고 정문 주변),교통단속,1,200,360도전방면,30,2016-12,02-3423-6963,37.495346,127.055372,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 테헤란로 518,서울특별시 강남구 대치동 944-31 (섬유센터 주변),교통단속,1,400,360도전방면,30,2004-04,02-3423-6963,37.507904,127.060805,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 영동대로 221,서울특별시 강남구 대치동 994-8 (서림상가 주변),교통단속,1,400,360도전방면,30,2005-07,02-3423-6963,37.498576,127.068395,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로93길 12,서울특별시 강남구 대치동 985 (우성아파트 주변),교통단속,1,200,360도전방면,30,2005-07,02-3423-6963,37.500328,127.064844,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로 857,서울특별시 강남구 신사동 582-12 (압구정역4번출구 주변),교통단속,1,200,360도전방면,30,2015-12,02-3423-6963,37.525485,127.028271,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도산대로25길 32 (신사동),서울특별시 강남구 신사동 564 (공영주차장 입구 주변),교통단속,1,400,360도전방면,30,2016-06,02-3423-6963,37.521692,127.026593,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도산대로 323,서울특별시 강남구 신사동 651-21 (씨네시티빌딩 주변),교통단속,1,400,360도전방면,30,2005-02,02-3423-6963,37.522836,127.037273,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로 312,서울특별시 강남구 신사동 638-6 (신한은행 로데오지점 주변),어린이보호,1,41,360도전방면,30,2005-02,02-3423-6963,37.528906,127.035673,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로 322,서울특별시 강남구 신사동 639-4 (KB 압구정동지점 주변),어린이보호,1,41,360도전방면,30,2005-02,02-3423-6963,37.528637,127.036804,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로 334,서울특별시 강남구 신사동 660-8 (파리크라상 압구정점 주변),교통단속,1,41,360도전방면,30,2005-02,02-3423-6963,37.528282,127.038269,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로 342,서울특별시 강남구 신사동 661-3 (H&M 압구정점 주변),교통단속,1,200,360도전방면,30,2005-02,02-3423-6963,37.527899,127.039739,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도산대로 313,서울특별시 강남구 신사동 630-31 (도산공원입구 주변),교통단속,1,200,360도전방면,30,2005-07,02-3423-6963,37.522358,127.035695,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로 801,서울특별시 강남구 신사동 666-13 (KB 학동사거리지점 주변),교통단속,1,200,360도전방면,30,2005-07,02-3423-6963,37.523408,127.038999,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로29길 72-1,서울특별시 강남구 압구정동 454 (SC은행 압구정동지점 주변),교통단속,1,41,360도전방면,30,2005-07,02-3423-6963,37.532105,127.027319,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로 808,서울특별시 강남구 신사동 590-22 (미니스톱 주변),교통단속,1,200,360도전방면,30,2005-07,02-3423-6963,37.520817,127.028330,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로 204,서울특별시 강남구 신사동 614 (김경년내과 주변),교통단속,1,41,360도전방면,30,2005-07,02-3423-6963,37.527510,127.029353,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 언주로 871,서울특별시 강남구 신사동 617-5 (호산병원 주변),교통단속,1,41,360도전방면,30,2005-07,02-3423-6963,37.528427,127.033478,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 언주로 813,서울특별시 강남구 신사동 627-21 (제주항 주변),교통단속,1,200,360도전방면,30,2005-07,02-3423-6963,37.522991,127.033042,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 언주로 851,서울특별시 강남구 신사동 621-6 (이즈미 주변),교통단속,1,41,360도전방면,30,2005-07,02-3423-6963,37.526413,127.033176,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 신사동 610-10 (압구정역2번출구 주변),서울특별시 강남구 신사동 610-10 (압구정역2번출구 주변),교통단속,1,200,360도전방면,30,2006-09,02-3423-6963,37.526552,127.028681,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로 838,서울특별시 강남구 신사동 598-4 (농협 압구정역지점 주변),교통단속,1,41,360도전방면,30,2006-09,02-3423-6963,37.523146,127.028472,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로 321,서울특별시 강남구 압구정동 489 (갤러리아백화점 주변),교통단속,1,200,360도전방면,30,2007-12,02-3423-6963,37.528364,127.039149,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 언주로 829,서울특별시 강남구 신사동 627-9 (삼원가든 주변),교통단속,1,200,360도전방면,30,2009-06,02-3423-6963,37.524326,127.032907,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 압구정로 401,서울특별시 강남구 압구정동 513 (한양아파트 주변),교통단속,1,400,360도전방면,30,2010-01,02-3423-6963,37.529011,127.041269,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 삼성로4길 17 (개포동, 주공아파트)",서울특별시 강남구 개포동 187 (개포주공5단지 501동 앞),어린이보호,1,41,360도전방면,30,2005-07,02-3423-6963,37.488893,127.069232,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 개포로 217 (개포동),서울특별시 강남구 개포동 1247-5 (포이공원 내),생활방범,3,200,360도전방면,30,2014-09,02-3423-6963,37.478883,127.046801,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로8길 24 (개포동),서울특별시 강남구 개포동 1185 (현대빌라사거리),생활방범,5,200,360도전방면,30,2014-09,02-3423-6963,37.474105,127.051027,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 개포로28길 28 (개포동, 리치타운아파트)",서울특별시 강남구 개포동 1204-5,생활방범,3,200,360도전방면,30,2014-09,02-3423-6963,37.477434,127.050357,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 개포로22길 65 (개포동),서울특별시 강남구 개포동 1272,생활방범,4,200,360도전방면,30,2015-02,02-3423-6963,37.476766,127.051351,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로20길 18 (개포동),서울특별시 강남구 개포동 1237-6,생활방범,3,200,360도전방면,30,2015-02,02-3423-6963,37.478230,127.046273,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로18길 14-9 (개포동),서울특별시 강남구 개포동 1234-14 (민경빌라주변),생활방범,3,200,360도전방면,30,2015-02,02-3423-6963,37.477445,127.046626,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 개포로28길 36 (개포동, 비스타그린빌)",서울특별시 강남구 개포동 1202-6 (래미안빌 주변),생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.477079,127.050735,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 개포로32길 19 (개포동, 베네세하우스)",서울특별시 강남구 개포동 1209-12 (베네세하우스 주변),생활방범,3,200,360도전방면,30,2015-08,02-3423-6963,37.478214,127.050706,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 봉은사로111길 25 (삼성동, 금호어울림아파트)",서울특별시 강남구 삼성동 102-2,생활방범,4,200,360도전방면,30,2014-01,02-3423-6963,37.517168,127.064803,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 삼성로120길 52-9 (삼성동, 범화빌라)",서울특별시 강남구 삼성동 57-5,생활방범,4,200,360도전방면,30,2014-09,02-3423-6963,37.519016,127.055584,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로111길 22-2 (삼성동),서울특별시 강남구 삼성동 100-1,생활방범,5,200,360도전방면,30,2014-09,02-3423-6963,37.516684,127.065139,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 영동대로128길 59 (삼성동),서울특별시 강남구 삼성동 82-7,생활방범,3,200,360도전방면,30,2014-09,02-3423-6963,37.519031,127.063612,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 영동대로112길 15 (삼성동, 풍림아파트)",서울특별시 강남구 삼성동 106,생활방범,4,200,360도전방면,30,2015-02,02-3423-6963,37.515466,127.060930,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 영동대로118길 39 (삼성동),서울특별시 강남구 삼성동 93,생활방범,3,200,360도전방면,30,2015-02,02-3423-6963,37.517678,127.061080,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로122길 25 (삼성동),서울특별시 강남구 삼성동 60-3,생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.518187,127.054782,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 테헤란로83길 40 (삼성동),서울특별시 강남구 삼성동 153-21,생활방범,5,200,360도전방면,30,2015-08,02-3423-6963,37.509817,127.056842,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로112길 23 (삼성동),서울특별시 강남구 삼성동 68-6,생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.515634,127.053747,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 영동대로 630-7 (삼성동),서울특별시 강남구 삼성동 90-3,어린이보호,4,200,360도전방면,30,2015-12,02-3423-6963,37.516497,127.060050,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로104길 9 (삼성동),서울특별시 강남구 삼성동 150-25,생활방범,5,200,360도전방면,30,2015-12,02-3423-6963,37.483502,127.043637,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로120길 28 (삼성동),서울특별시 강남구 삼성동 63-10,어린이보호,4,200,360도전방면,30,2016-06,02-3423-6963,37.517672,127.053387,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 봉은사로108길 33 (삼성동),서울특별시 강남구 삼성동 166,생활방범,3,400,360도전방면,30,2016-07,02-3423-6963,37.512926,127.064597,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 강남대로122길 60 (논현동),서울특별시 강남구 논현동 157-9,생활방범,4,200,360도전방면,30,2016-12,02-3423-6963,37.509364,127.027502,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 강남대로120길 70,서울특별시 강남구 논현동 188-3,생활방범,5,200,360도전방면,30,2016-12,02-3423-6963,37.507497,127.028960,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로115길 35,서울특별시 강남구 논현동 189-11,생활방범,4,200,360도전방면,30,2016-12,02-3423-6963,37.508090,127.030163,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현동 205-7,서울특별시 강남구 논현동 205-7,생활방범,3,200,360도전방면,30,2016-12,02-3423-6963,37.506600,127.031090,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로112길 34,서울특별시 강남구 삼성동 38-10,생활방범,5,200,360도전방면,30,2016-12,02-3423-6963,37.511814,127.046414,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로115길 24,서울특별시 강남구 삼성동 24-32,생활방범,5,200,360도전방면,30,2016-12,02-3423-6963,37.514344,127.050216,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 세곡동 96-19,서울특별시 강남구 세곡동 96-19,생활방범,4,200,360도전방면,30,2005-07,02-3423-6963,37.465264,127.109738,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 헌릉로637길 36 (세곡동),서울특별시 강남구 세곡동 113,생활방범,3,400,360도전방면,30,2008-01,02-3423-6963,37.466635,127.108858,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 헌릉로645길 31 (세곡동),서울특별시 강남구 세곡동 108-9,생활방범,3,400,360도전방면,30,2009-02,02-3423-6963,37.466994,127.109753,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 세곡동 122-2 (대왕초 정문),서울특별시 강남구 세곡동 122-2 (대왕초 정문),어린이보호,3,200,360도전방면,30,2009-02,02-3423-6963,37.464516,127.106511,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 세곡동 166-3 (세곡2교),서울특별시 강남구 세곡동 166-3 (세곡2교),생활방범,1,200,360도전방면,30,2005-07,02-3423-6963,37.462200,127.107313,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 밤고개로23길 8,서울특별시 강남구 세곡동 228-1 (아랫방죽마을공원 건너),생활방범,4,200,360도전방면,30,2005-07,02-3423-6963,37.473202,127.107890,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 세곡동 369-3 (은곡마을공원 내),서울특별시 강남구 세곡동 369-3 (은곡마을공원 내),생활방범,3,200,360도전방면,30,2008-01,02-3423-6963,37.468189,127.100283,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 헌릉로571길 46-20 (세곡동),서울특별시 강남구 세곡동 365-2,생활방범,1,41,360도전방면,30,2009-02,02-3423-6963,37.469087,127.100160,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 헌릉로571길 34-15 (세곡동),서울특별시 강남구 세곡동 367-1,생활방범,1,200,360도전방면,30,2004-08,02-3423-6963,37.468725,127.100728,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 율현동 253-3,서울특별시 강남구 율현동 253-3,생활방범,1,41,360도전방면,30,2005-07,02-3423-6963,37.471822,127.106213,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 율현동 313,서울특별시 강남구 율현동 313,생활방범,1,41,360도전방면,30,2005-07,02-3423-6963,37.470326,127.105009,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 밤고개로24길 84-20 (율현동),서울특별시 강남구 율현동 322-15,생활방범,1,41,360도전방면,30,2004-08,02-3423-6963,37.470424,127.102627,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 자곡동 213-1,서울특별시 강남구 자곡동 213-1,생활방범,1,41,360도전방면,30,2005-07,02-3423-6963,37.483153,127.104333,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 자곡동 233-2 (쟁골마을회관 옆 공원),서울특별시 강남구 자곡동 233-2 (쟁골마을회관 옆 공원),생활방범,4,200,360도전방면,30,2009-02,02-3423-6963,37.482004,127.101882,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 자곡동 302-19,서울특별시 강남구 자곡동 302-19,생활방범,1,41,360도전방면,30,2005-07,02-3423-6963,37.481548,127.104161,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 자곡로7길 8-17 (자곡동),서울특별시 강남구 자곡동 425-19,생활방범,1,41,360도전방면,30,2005-07,02-3423-6963,37.474421,127.099791,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 삼성로133길 20 (청담동, 청담동삼성1차아파트)","서울특별시 강남구 청담동 33, 45-1 사잇길 (삼성1차A 옆)",생활방범,4,200,360도전방면,30,2014-01,02-3423-6963,37.518882,127.047919,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 대치동 633-7,서울특별시 강남구 대치동 633-7,생활방범,4,200,360도전방면,30,2004-08,02-3423-6963,37.494503,127.055866,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 남부순환로391길 25 (대치동),서울특별시 강남구 대치동 645,생활방범,1,41,360도전방면,30,2004-08,02-3423-6963,37.493439,127.056810,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 선릉로 222 (대치동, 대치아이파크아파트)",서울특별시 강남구 대치동 888 (단국사대부속고 정문 건너),생활방범,3,200,360도전방면,30,2004-08,02-3423-6963,37.495346,127.055372,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 도곡로78길 22 (대치동, 삼성아파트)",서울특별시 강남구 대치동 1014-3 (삼성A 109동 담장),생활방범,1,41,360도전방면,30,2004-08,02-3423-6963,37.495778,127.059228,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 삼성로57길 45 (대치동, 삼성아파트)",서울특별시 강남구 대치동 1014,생활방범,3,200,360도전방면,30,2009-02,02-3423-6963,37.496776,127.056563,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로64길 21 (대치동),서울특별시 강남구 대치동 1013-3 (단국사대부속중고 담장),생활방범,1,200,360도전방면,30,2004-08,02-3423-6963,37.495839,127.057089,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로 233 (대치동),서울특별시 강남구 대치동 1019-1,생활방범,5,200,360도전방면,30,2004-08,02-3423-6963,37.497552,127.060533,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로 446 (대치동),서울특별시 강남구 대치동 1021-1,어린이보호,3,200,360도전방면,30,2009-02,02-3423-6963,37.497841,127.059635,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 대치동 1014-4 (대치까치공원 입구),서울특별시 강남구 대치동 1014-4 (대치까치공원 입구),생활방범,3,200,360도전방면,30,2010-09,02-3423-6963,37.497114,127.059338,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 대치동 504 (선경1차A 1동 옆),서울특별시 강남구 대치동 504 (선경1차A 1동 옆),어린이보호,1,41,360도전방면,30,2004-08,02-3423-6963,37.492583,127.060109,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 선릉로 206 (대치동, 동부센트레빌)",서울특별시 강남구 대치동 670 (동부센트레빌A 103동 담장),어린이보호,1,200,360도전방면,30,2011-04,02-3423-6963,37.493498,127.054371,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로78길 8 (대치동),서울특별시 강남구 대치동 1015-7,어린이보호,4,200,360도전방면,30,2014-01,02-3423-6963,37.497449,127.058597,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 대치동 500-2 (개포2차우성A),서울특별시 강남구 대치동 500-2 (개포2차우성A),생활방범,3,200,360도전방면,30,2014-01,02-3423-6963,37.491341,127.057002,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 양재천로 363 (대치동),서울특별시 강남구 대치동 505 (대치초 후문),어린이보호,3,200,360도전방면,30,2014-09,02-3423-6963,37.490372,127.063211,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로 408 (대치동),서울특별시 강남구 대치동 1024,생활방범,4,200,360도전방면,30,2015-02,02-3423-6963,37.496367,127.055002,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로78길 6 (대치동),서울특별시 강남구 대치동 1022-3 (묘동교회 앞 사거리),어린이보호,5,200,360도전방면,30,2015-08,02-3423-6963,37.497639,127.059204,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 대치동 501 (늘벗공원 내 선릉로 쪽 출입구),서울특별시 강남구 대치동 501 (늘벗공원 내 선릉로 쪽 출입구),생활방범,4,200,360도전방면,30,2015-08,02-3423-6963,37.489539,127.056334,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 남부순환로 2936 (대치동),서울특별시 강남구 대치동 507 (자전거보관대 설치 부근),생활방범,3,200,360도전방면,30,2015-08,02-3423-6963,37.493808,127.061841,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로64길 21,"서울특별시 강남구 대치동 1013-2, 633번지 사이길",생활방범,3,200,360도전방면,30,2015-12,02-3423-6963,37.494939,127.056694,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로 510,서울특별시 강남구 대치동 989-3 (강남한의원 주변),교통단속,1,41,360도전방면,30,2005-07,02-3423-6963,37.499235,127.062509,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 영동대로 421,서울특별시 강남구 대치동 947-7 (동양증권 주변),교통단속,1,200,360도전방면,30,2007-12,02-3423-6963,37.507325,127.063609,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 테헤란로114길 23,서울특별시 강남구 대치동 998-1 (강남경찰서 주변),교통단속,1,41,360도전방면,30,2006-09,02-3423-6963,37.508566,127.066977,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로 524,서울특별시 강남구 대치동 991 (루마썬팅 대치점) 주변),교통단속,1,200,360도전방면,30,2009-06,02-3423-6963,37.499612,127.063677,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로 334,서울특별시 강남구 대치동 962-21 (대치현대아파트상가 주변),교통단속,1,200,360도전방면,30,2011-01,02-3423-6963,37.501390,127.059765,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로83길 8 (대치동),서울특별시 강남구 대치동 987 (아카데미국제학교 주변),어린이보호,1,400,360도전방면,30,2016-06,02-3423-6963,37.500182,127.062239,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 역삼로 522,서울특별시 강남구 대치동 965-1 (명품논술학원 주변),교통단속,1,41,360도전방면,30,2005-07,02-3423-6963,37.503589,127.060469,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 역삼로 536,서울특별시 강남구 대치동 966-4 (휘문중고등학교 주변),어린이보호,1,41,360도전방면,30,2014-01,02-3423-6963,37.504016,127.061809,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로64길 5,서울특별시 강남구 대치동 974 (대치현대아파트 주변),교통단속,1,200,360도전방면,30,2014-01,02-3423-6963,37.500280,127.060370,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 영동대로 312,서울특별시 강남구 대치동 1009 (렉서스강남전시장 주변),교통단속,1,41,360도전방면,30,2014-02,02-3423-6963,37.502629,127.067786,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로 312,서울특별시 강남구 대치동 936 (올리브영 주변),어린이보호,1,200,360도전방면,30,2005-07,02-3423-6963,37.497560,127.052440,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 도곡로 439,서울특별시 강남구 대치동 940-10 (신화빌딩 주변),교통단속,1,41,360도전방면,30,2005-07,02-3423-6963,37.498278,127.058621,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로 301,서울특별시 강남구 대치동 941-18 (기업은행 대치중앙지점 주변),교통단속,1,41,360도전방면,30,2005-07,02-3423-6963,37.498911,127.060525,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 테헤란로 408,서울특별시 강남구 대치동 889-12 (선릉역1번출구 주변),교통단속,1,41,360도전방면,30,2006-09,02-3423-6963,37.504646,127.050213,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 역삼로 415,서울특별시 강남구 대치동 907-18 (KB 대치서지점 주변),교통단속,1,200,360도전방면,30,2009-06,02-3423-6963,37.501169,127.052557,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 역삼로 438,서울특별시 강남구 대치동 910-5 (풍림아이원아파트 주변),교통단속,1,200,360도전방면,30,2009-06,02-3423-6963,37.501879,127.055180,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로81길 21,서울특별시 강남구 대치동 901-66,교통단속,1,200,360도전방면,30,2015-08,02-3423-6963,37.504245,127.056244,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 삼성로85길 11 (대치동),서울특별시 강남구 대치동 893 (대치롯데캐슬아파트 상가 주변),교통단속,1,200,360도전방면,30,2016-06,02-3423-6963,37.504803,127.055947,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로 338 (대치동),서울특별시 강남구 대치동 921 (바로크안경점 주변),교통단속,1,200,360도전방면,30,2016-12,02-3423-6963,37.499907,127.051338,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 논현로 209,서울특별시 강남구 도곡동 967-1 (도곡경남아파트 주변),어린이보호,1,200,360도전방면,30,2010-01,02-3423-6963,37.489311,127.041354,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 남부순환로 2629,서울특별시 강남구 도곡동 959-28 (은광여고입구 주변),어린이보호,1,41,360도전방면,30,2005-07,02-3423-6963,37.485169,127.037252,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 삼성로 14 (개포동, 주공아파트)",서울특별시 강남구 개포동 189 (개포주공4단지 401동 앞),생활방범,1,200,360도전방면,30,2010-09,02-3423-6963,37.486032,127.067635,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 영동대로3길 45 (개포동),서울특별시 강남구 개포동 188 (개포주공4단지 445동 건너),어린이보호,1,200,360도전방면,30,2010-09,02-3423-6963,37.486785,127.071664,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 삼성로 11 (개포동, 주공아파트)",서울특별시 강남구 개포동 138 (개포주공3단지 다상가 앞),생활방범,1,200,360도전방면,30,2010-09,02-3423-6963,37.484132,127.068395,2017-11-13
"서울특별시 강남구청","서울특별시 강남구 삼성로 11 (개포동, 주공아파트)",서울특별시 강남구 개포동 138 (개포주공3단지 후문 입구),생활방범,1,200,360도전방면,30,2010-09,02-3423-6963,37.484982,127.065790,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 개포로82길 13-9 (개포동),서울특별시 강남구 개포동 186-4,생활방범,1,200,360도전방면,30,2011-04,02-3423-6963,37.488546,127.067982,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로 30 (개포동),서울특별시 강남구 개포동 167-4,생활방범,4,200,360도전방면,30,2012-11,02-3423-6963,37.482742,127.061182,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 선릉로4길 17 (개포동),서울특별시 강남구 개포동 158-7,생활방범,4,200,360도전방면,30,2012-11,02-3423-6963,37.482809,127.062544,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 영동대로3길 9 (개포동),서울특별시 강남구 개포동 189-3 (개포어린이집 앞),어린이보호,3,200,360도전방면,30,2012-12,02-3423-6963,37.488093,127.073654,2017-11-13
"서울특별시 강남구청",서울특별시 강남구 영동대로4길 20 (일원동),서울특별시 강남구 일원동 691 (일원초 후문),어린이보호,1,41,360도전방면,30,2009-02,02-3423-6963,37.489556,127.075386,2017-11-13
